"campaign_contract"	"campaign_id"	"manifest_role"	"research_generation"	"canonical_instrument"	"broker_symbol"	"data_source_id"	"timeframe"	"window_id"	"from_date"	"to_date"	"window_start"	"window_end"	"window_end_exclusive"	"selection_class"	"environment_stratum"	"selection_reason"	"selection_evidence"	"sampling_control_only"	"behavioral_feature_eligible"	"configuration_hash"	"controller_build_id"	"preset_id"	"dedup_identity"	"dedup_key_sha256"	"planned_data_slice_id"	"execution_status"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"JPN225"	"JPN225"	"METAQUOTES_DEMO"	"PERIOD_M5"	"JPN225_20251229_QUIET"	"2025.12.29"	"2026.01.03"	"1766966400"	"1767398100"	"1767398400"	"QUIET"	"SPARSE"	"lowest currency-calendar density among complete nonholiday weeks"	"net_relative=0.007332;range_relative=0.021938;realized_volatility=0.017434;efficiency=0.019388;reversal_score=0.018015;events=2;event_score=4;high_events=0;bars=1104"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"JPN225|METAQUOTES_DEMO|1766966400|1767398100|4284550518493202411|2"	"7911834778356043d4886b8007db29ccd55a175177b0f4e89deb1365ddcadd77"	"JPN225_20251229_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US30"	"US30"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US30_20251124_DIRECTIONAL_EXPANSION_UP"	"2025.11.24"	"2025.11.29"	"1763942400"	"1764374100"	"1764374400"	"DIRECTIONAL_EXPANSION_UP"	"DIRECTIONAL"	"upper-tail positive net displacement with high path efficiency"	"net_relative=0.031635;range_relative=0.035759;realized_volatility=0.015203;efficiency=0.114334;reversal_score=0.034537;events=73;event_score=118;high_events=8;bars=1036"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US30|METAQUOTES_DEMO|1763942400|1764374100|4284550518493202411|2"	"ff4e89e915e26e7d7a67b1b2f550a13bccc566c1e2e1536ad7636fcfc5fa6389"	"US30_20251124_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US30"	"US30"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US30_20260302_DIRECTIONAL_EXPANSION_DOWN"	"2026.03.02"	"2026.03.07"	"1772409600"	"1772841300"	"1772841600"	"DIRECTIONAL_EXPANSION_DOWN"	"DIRECTIONAL"	"lower-tail negative net displacement with high path efficiency"	"net_relative=-0.020931;range_relative=0.043106;realized_volatility=0.025916;efficiency=0.031310;reversal_score=0.033148;events=72;event_score=140;high_events=14;bars=1363"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US30|METAQUOTES_DEMO|1772409600|1772841300|4284550518493202411|2"	"cd1710ebbcc18e5e871bdce020d1ba7ad4b2c4feb1bf1b00ca04901fea8381e5"	"US30_20260302_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US30"	"US30"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US30_20260525_PROLONGED_BALANCE"	"2026.05.25"	"2026.05.30"	"1779667200"	"1780098900"	"1780099200"	"PROLONGED_BALANCE"	"COMMON"	"small weekly range and low net-to-path efficiency"	"net_relative=0.004053;range_relative=0.015821;realized_volatility=0.013236;efficiency=0.013269;reversal_score=0.013902;events=79;event_score=133;high_events=10;bars=1317"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US30|METAQUOTES_DEMO|1779667200|1780098900|4284550518493202411|2"	"6275f4a06522cb7a12333496dd97d691b8e5ede7893c3a7c9b2d4779621e1015"	"US30_20260525_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US30"	"US30"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US30_20260323_HIGH_VOLATILITY"	"2026.03.23"	"2026.03.28"	"1774224000"	"1774655700"	"1774656000"	"HIGH_VOLATILITY"	"SPARSE"	"upper-tail realized five-minute volatility"	"net_relative=-0.004186;range_relative=0.042376;realized_volatility=0.043480;efficiency=0.005192;reversal_score=0.041161;events=58;event_score=89;high_events=2;bars=1380"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US30|METAQUOTES_DEMO|1774224000|1774655700|4284550518493202411|2"	"f00350c75bd5236b5b18b761b5f72bb373c05e1ad9c65e24a9fff8cc53218dd7"	"US30_20260323_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US30"	"US30"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US30_20251222_LOW_VOLATILITY"	"2025.12.22"	"2025.12.27"	"1766361600"	"1766793300"	"1766793600"	"LOW_VOLATILITY"	"SPARSE"	"lower-tail realized five-minute volatility with complete sessions"	"net_relative=0.009317;range_relative=0.013563;realized_volatility=0.007610;efficiency=0.063433;reversal_score=0.011882;events=54;event_score=88;high_events=6;bars=1047"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US30|METAQUOTES_DEMO|1766361600|1766793300|4284550518493202411|2"	"49d9bbec2a06e40d598740c880c86ece8a3a83dc8be70d775fff6f7cacb6328f"	"US30_20251222_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US30"	"US30"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US30_20260413_SHARP_REVERSAL"	"2026.04.13"	"2026.04.18"	"1776038400"	"1776470100"	"1776470400"	"SHARP_REVERSAL"	"SPARSE"	"large excursion opposite the final weekly direction followed by recovery"	"net_relative=0.042417;range_relative=0.050693;realized_volatility=0.015346;efficiency=0.124877;reversal_score=0.044683;events=65;event_score=102;high_events=5;bars=1368"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US30|METAQUOTES_DEMO|1776038400|1776470100|4284550518493202411|2"	"708302662bdd2e1f429ada7a6289dfd728b5492243591b74052072c05939e458"	"US30_20260413_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US30"	"US30"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US30_20260427_ORDINARY"	"2026.04.27"	"2026.05.02"	"1777248000"	"1777679700"	"1777680000"	"ORDINARY"	"COMMON"	"nearest multivariate median across volatility range efficiency net movement and event density"	"net_relative=0.006242;range_relative=0.031230;realized_volatility=0.016258;efficiency=0.016697;reversal_score=0.021104;events=92;event_score=166;high_events=14;bars=1368"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US30|METAQUOTES_DEMO|1777248000|1777679700|4284550518493202411|2"	"dddc776d01eceb176e03e358aa8bcf869fc1e7bfd7e065b1054ff8f4f1a16e58"	"US30_20260427_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US30"	"US30"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US30_20260216_EVENT_HEAVY"	"2026.02.16"	"2026.02.21"	"1771200000"	"1771631700"	"1771632000"	"EVENT_HEAVY"	"SPARSE"	"highest currency-calendar density weighted by official event importance"	"net_relative=0.001457;range_relative=0.015120;realized_volatility=0.019065;efficiency=0.003440;reversal_score=0.009658;events=104;event_score=178;high_events=10;bars=1320"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US30|METAQUOTES_DEMO|1771200000|1771631700|4284550518493202411|2"	"9e50a337e5e564403fa1fb208cb101c5fc4af53201a392f81d89a3e3728db35b"	"US30_20260216_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US30"	"US30"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US30_20260720_QUIET"	"2026.07.20"	"2026.07.25"	"1784505600"	"1784937300"	"1784937600"	"QUIET"	"SPARSE"	"lowest currency-calendar density among complete nonholiday weeks"	"net_relative=-0.002790;range_relative=0.018756;realized_volatility=0.016611;efficiency=0.006841;reversal_score=0.010904;events=39;event_score=60;high_events=3;bars=1367"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US30|METAQUOTES_DEMO|1784505600|1784937300|4284550518493202411|2"	"63beba6fbfed04114a81e814a5d61c4f4061ff7a5eac9752f34104e0659105b7"	"US30_20260720_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US500"	"US500"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US500_20251124_DIRECTIONAL_EXPANSION_UP"	"2025.11.24"	"2025.11.29"	"1763942400"	"1764374100"	"1764374400"	"DIRECTIONAL_EXPANSION_UP"	"DIRECTIONAL"	"upper-tail positive net displacement with high path efficiency"	"net_relative=0.031623;range_relative=0.036522;realized_volatility=0.015513;efficiency=0.106185;reversal_score=0.035467;events=73;event_score=118;high_events=8;bars=1044"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US500|METAQUOTES_DEMO|1763942400|1764374100|4284550518493202411|2"	"34e462b8ff2289e31584240754a02b5ef9303bf1fef36e2855216b2b122cf0a3"	"US500_20251124_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US500"	"US500"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US500_20260601_DIRECTIONAL_EXPANSION_DOWN"	"2026.06.01"	"2026.06.06"	"1780272000"	"1780703700"	"1780704000"	"DIRECTIONAL_EXPANSION_DOWN"	"DIRECTIONAL"	"lower-tail negative net displacement with high path efficiency"	"net_relative=-0.025750;range_relative=0.033450;realized_volatility=0.014172;efficiency=0.073963;reversal_score=0.030641;events=66;event_score=131;high_events=14;bars=1368"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US500|METAQUOTES_DEMO|1780272000|1780703700|4284550518493202411|2"	"06eae9ff6707a4b6fad52172929005fb3c645e7b398113ff16bd46b3bf7a42dc"	"US500_20260601_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US500"	"US500"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US500_20260112_PROLONGED_BALANCE"	"2026.01.12"	"2026.01.17"	"1768176000"	"1768607700"	"1768608000"	"PROLONGED_BALANCE"	"COMMON"	"small weekly range and low net-to-path efficiency"	"net_relative=-0.003189;range_relative=0.016129;realized_volatility=0.013805;efficiency=0.009797;reversal_score=0.008287;events=91;event_score=167;high_events=15;bars=1365"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US500|METAQUOTES_DEMO|1768176000|1768607700|4284550518493202411|2"	"5ecd459636f67f1250cbc48933ce40ec35c40bf8aac4493f1d538a368712638d"	"US500_20260112_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US500"	"US500"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US500_20260323_HIGH_VOLATILITY"	"2026.03.23"	"2026.03.28"	"1774224000"	"1774655700"	"1774656000"	"HIGH_VOLATILITY"	"SPARSE"	"upper-tail realized five-minute volatility"	"net_relative=-0.017975;range_relative=0.054821;realized_volatility=0.045470;efficiency=0.021995;reversal_score=0.053168;events=58;event_score=89;high_events=2;bars=1379"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US500|METAQUOTES_DEMO|1774224000|1774655700|4284550518493202411|2"	"8961ebae75a7b9e000831672194c509ef7fd0a66e271eacea3b33d6cd1234e61"	"US500_20260323_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US500"	"US500"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US500_20251222_LOW_VOLATILITY"	"2025.12.22"	"2025.12.27"	"1766361600"	"1766793300"	"1766793600"	"LOW_VOLATILITY"	"SPARSE"	"lower-tail realized five-minute volatility with complete sessions"	"net_relative=0.011263;range_relative=0.014269;realized_volatility=0.006485;efficiency=0.084243;reversal_score=0.012416;events=54;event_score=88;high_events=6;bars=1047"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US500|METAQUOTES_DEMO|1766361600|1766793300|4284550518493202411|2"	"be202549168a8ada76da9e435641559241f70f4a3e256e3004bc90f35a0b615b"	"US500_20251222_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US500"	"US500"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US500_20260413_SHARP_REVERSAL"	"2026.04.13"	"2026.04.18"	"1776038400"	"1776470100"	"1776470400"	"SHARP_REVERSAL"	"SPARSE"	"large excursion opposite the final weekly direction followed by recovery"	"net_relative=0.057552;range_relative=0.062418;realized_volatility=0.013607;efficiency=0.173744;reversal_score=0.058858;events=65;event_score=102;high_events=5;bars=1368"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US500|METAQUOTES_DEMO|1776038400|1776470100|4284550518493202411|2"	"b474089778136db36928f4032623518e3d08ce6ad2c94e2cc7be11bc949568bb"	"US500_20260413_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US500"	"US500"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US500_20260126_ORDINARY"	"2026.01.26"	"2026.01.31"	"1769385600"	"1769817300"	"1769817600"	"ORDINARY"	"COMMON"	"nearest multivariate median across volatility range efficiency net movement and event density"	"net_relative=0.011796;range_relative=0.023738;realized_volatility=0.017726;efficiency=0.027654;reversal_score=0.012831;events=71;event_score=117;high_events=8;bars=1368"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US500|METAQUOTES_DEMO|1769385600|1769817300|4284550518493202411|2"	"83aa14109eeb00ab983a38ae14045640656aeff5c810f26f4aa90f87d33373f7"	"US500_20260126_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US500"	"US500"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US500_20260216_EVENT_HEAVY"	"2026.02.16"	"2026.02.21"	"1771200000"	"1771631700"	"1771632000"	"EVENT_HEAVY"	"SPARSE"	"highest currency-calendar density weighted by official event importance"	"net_relative=0.009702;range_relative=0.020530;realized_volatility=0.020770;efficiency=0.019987;reversal_score=0.019726;events=104;event_score=178;high_events=10;bars=1320"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US500|METAQUOTES_DEMO|1771200000|1771631700|4284550518493202411|2"	"8215333df3c250fb7f350aed62ca746872b0c5b90c39f56bd9681aacf3dc4a38"	"US500_20260216_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"US500"	"US500"	"METAQUOTES_DEMO"	"PERIOD_M5"	"US500_20260720_QUIET"	"2026.07.20"	"2026.07.25"	"1784505600"	"1784937300"	"1784937600"	"QUIET"	"SPARSE"	"lowest currency-calendar density among complete nonholiday weeks"	"net_relative=-0.005674;range_relative=0.020162;realized_volatility=0.017342;efficiency=0.012617;reversal_score=0.015212;events=39;event_score=60;high_events=3;bars=1367"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"US500|METAQUOTES_DEMO|1784505600|1784937300|4284550518493202411|2"	"d4e87fed2d099dd430ce5a631da49dbe04dfb35cbd7715799488fc0a5006ec2a"	"US500_20260720_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"USTEC"	"USTEC"	"METAQUOTES_DEMO"	"PERIOD_M5"	"USTEC_20260504_DIRECTIONAL_EXPANSION_UP"	"2026.05.04"	"2026.05.09"	"1777852800"	"1778284500"	"1778284800"	"DIRECTIONAL_EXPANSION_UP"	"DIRECTIONAL"	"upper-tail positive net displacement with high path efficiency"	"net_relative=0.051488;range_relative=0.062066;realized_volatility=0.021040;efficiency=0.096882;reversal_score=0.062048;events=76;event_score=144;high_events=12;bars=1368"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"USTEC|METAQUOTES_DEMO|1777852800|1778284500|4284550518493202411|2"	"936cfc354543ce538dc4ee63394979fdc8271c423b87418e5b09b831daf516b7"	"USTEC_20260504_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"USTEC"	"USTEC"	"METAQUOTES_DEMO"	"PERIOD_M5"	"USTEC_20260601_DIRECTIONAL_EXPANSION_DOWN"	"2026.06.01"	"2026.06.06"	"1780272000"	"1780703700"	"1780704000"	"DIRECTIONAL_EXPANSION_DOWN"	"DIRECTIONAL"	"lower-tail negative net displacement with high path efficiency"	"net_relative=-0.046694;range_relative=0.060556;realized_volatility=0.024656;efficiency=0.075692;reversal_score=0.059236;events=66;event_score=131;high_events=14;bars=1368"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"USTEC|METAQUOTES_DEMO|1780272000|1780703700|4284550518493202411|2"	"050843b0afc1f32520f515fc533efdcb012024034431557349e677d947385fb7"	"USTEC_20260601_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"USTEC"	"USTEC"	"METAQUOTES_DEMO"	"PERIOD_M5"	"USTEC_20260105_PROLONGED_BALANCE"	"2026.01.05"	"2026.01.10"	"1767571200"	"1768002900"	"1768003200"	"PROLONGED_BALANCE"	"COMMON"	"small weekly range and low net-to-path efficiency"	"net_relative=0.020053;range_relative=0.023400;realized_volatility=0.017181;efficiency=0.049167;reversal_score=0.021150;events=89;event_score=161;high_events=12;bars=1368"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"USTEC|METAQUOTES_DEMO|1767571200|1768002900|4284550518493202411|2"	"582fd010c335674bc96fc1f3eac62b3a7ade2803accc4a157e407619b02e7e56"	"USTEC_20260105_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"USTEC"	"USTEC"	"METAQUOTES_DEMO"	"PERIOD_M5"	"USTEC_20260323_HIGH_VOLATILITY"	"2026.03.23"	"2026.03.28"	"1774224000"	"1774655700"	"1774656000"	"HIGH_VOLATILITY"	"SPARSE"	"upper-tail realized five-minute volatility"	"net_relative=-0.028178;range_relative=0.063388;realized_volatility=0.048355;efficiency=0.030243;reversal_score=0.062571;events=58;event_score=89;high_events=2;bars=1376"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"USTEC|METAQUOTES_DEMO|1774224000|1774655700|4284550518493202411|2"	"83beb26c6a229ba996c6a1c0245d0d84639a29ca851a172124648e51012e2d67"	"USTEC_20260323_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"USTEC"	"USTEC"	"METAQUOTES_DEMO"	"PERIOD_M5"	"USTEC_20251222_LOW_VOLATILITY"	"2025.12.22"	"2025.12.27"	"1766361600"	"1766793300"	"1766793600"	"LOW_VOLATILITY"	"SPARSE"	"lower-tail realized five-minute volatility with complete sessions"	"net_relative=0.008879;range_relative=0.013285;realized_volatility=0.009292;efficiency=0.048363;reversal_score=0.010614;events=54;event_score=88;high_events=6;bars=1047"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"USTEC|METAQUOTES_DEMO|1766361600|1766793300|4284550518493202411|2"	"e8e7c9b12c4302f2472d417d2b6bc2cdd6419e4782ca17c9a586d5a6b1339f54"	"USTEC_20251222_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"USTEC"	"USTEC"	"METAQUOTES_DEMO"	"PERIOD_M5"	"USTEC_20260413_SHARP_REVERSAL"	"2026.04.13"	"2026.04.18"	"1776038400"	"1776470100"	"1776470400"	"SHARP_REVERSAL"	"SPARSE"	"large excursion opposite the final weekly direction followed by recovery"	"net_relative=0.074531;range_relative=0.079124;realized_volatility=0.018168;efficiency=0.163495;reversal_score=0.076981;events=65;event_score=102;high_events=5;bars=1368"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"USTEC|METAQUOTES_DEMO|1776038400|1776470100|4284550518493202411|2"	"8628df80f7c99bdd79343cc66abfeb57c96d0f940445af895acf3d5ddbec890f"	"USTEC_20260413_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"USTEC"	"USTEC"	"METAQUOTES_DEMO"	"PERIOD_M5"	"USTEC_20260629_ORDINARY"	"2026.06.29"	"2026.07.04"	"1782691200"	"1783122900"	"1783123200"	"ORDINARY"	"COMMON"	"nearest multivariate median across volatility range efficiency net movement and event density"	"net_relative=0.021808;range_relative=0.046059;realized_volatility=0.031556;efficiency=0.028531;reversal_score=0.023086;events=53;event_score=101;high_events=12;bars=1319"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"USTEC|METAQUOTES_DEMO|1782691200|1783122900|4284550518493202411|2"	"c638d6e6b1033193f4078b4821a42083c4b3392dcc34eec3ede172839fc24765"	"USTEC_20260629_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
"MST_CAMPAIGN_SAMPLING_FRAME_V1"	"RG2_SIX_INDEX_ENVIRONMENT_FRAME_V1"	"PRODUCTION_DISCOVERY"	"2"	"USTEC"	"USTEC"	"METAQUOTES_DEMO"	"PERIOD_M5"	"USTEC_20260216_EVENT_HEAVY"	"2026.02.16"	"2026.02.21"	"1771200000"	"1771631700"	"1771632000"	"EVENT_HEAVY"	"SPARSE"	"highest currency-calendar density weighted by official event importance"	"net_relative=0.010197;range_relative=0.028175;realized_volatility=0.028155;efficiency=0.015553;reversal_score=0.025619;events=104;event_score=178;high_events=10;bars=1320"	"1"	"0"	"4284550518493202411"	"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"	"RG2_M5_SIX_INDEX_V1"	"USTEC|METAQUOTES_DEMO|1771200000|1771631700|4284550518493202411|2"	"4b42360a9c49ced02c3818c22ff3bb7d7630dd1cc4a3f35577620e72b6b7b023"	"USTEC_20260216_M5_RG2_CAMPAIGN_V1"	"PLANNED_FROZEN"
